county,org_name,org_url,phone,address,map_url,pay_detail,this_week,next_week,next_2_week,next_3_week,in_4_weeks,edit_date,teleconsultation,has_quota
臺中市,相癒心理諮商所,https://www.healingdogpsystudio.com,04-22992811 或加入LINEID: @669mzvgc,臺中市北區太原八街110號,https://www.google.com.tw/maps/place/臺中市北區太原八街110號,無,6,6,6,0,18,2026/01/07,true,true
臺中市,陽晴心理治療所,https://www.heartwarming101.com/,0908-432988,臺中市西區五權五街101號,https://www.google.com.tw/maps/place/臺中市西區五權五街101號,無,20,20,20,0,60,2026/01/08,false,true
臺中市,擁恆心理諮商所,https://www.facebook.com/eternalbelongingofmind?mibextid=ZbWKwL,0936-185235,臺中市大甲區水源路215號1、2樓,https://www.google.com.tw/maps/place/臺中市大甲區水源路215號1、2樓,無,12,12,12,0,36,2026/01/07,true,true
臺中市,晴朗心理諮商所,https://www.sunlight520.tw/,0908-038706,臺中市南屯區黎明東街429號,https://www.google.com.tw/maps/place/臺中市南屯區黎明東街429號,無,10,11,12,0,33,2026/01/08,true,true
臺中市,光田醫療社團法人光田綜合醫院,https://www.ktgh.com.tw/,0978-307039,臺中市沙鹿區向上路七段127號,https://www.google.com.tw/maps/place/臺中市沙鹿區向上路七段127號,掛號費及部分負擔390元,8,8,8,0,24,2026/01/08,false,true
臺中市,寬和心理諮商所,https://www.kindness.tw/,04-2382-9585,臺中市南屯區永春東一路573號,https://www.google.com.tw/maps/place/臺中市南屯區永春東一路573號,無,15,15,15,0,45,2026/01/07,true,true
臺中市,麥子心理治療所,https://wheatclinic.wordpress.com/,官方line預約【@wheat.psy】,臺中市南屯區河南路四段700號1樓,https://www.google.com.tw/maps/place/臺中市南屯區河南路四段700號1樓,行政掛號費200元,5,5,5,0,15,2026/01/07,false,true
臺中市,勵心心理諮商所,https://leeheart1516.wordpress.com/,0928-660285、04-2265-4133,臺中市南區德祥街15巷16號1樓,https://www.google.com.tw/maps/place/臺中市南區德祥街15巷16號1樓,無,9,9,9,0,27,2026/01/07,true,true
臺中市,宗益身心醫學診所,https://dryi0.wordpress.com/,04-2338-0503,臺中市烏日區公園路75號,https://www.google.com.tw/maps/place/臺中市烏日區公園路75號,掛號費150元,6,3,12,0,21,2026/01/07,false,true
臺中市,引光築詩心理治療所,http://www.inpsyclinic.com/,04-3700-5384,臺中市西區忠明南路499號11樓,https://www.google.com.tw/maps/place/臺中市西區忠明南路499號11樓,無,12,12,12,0,36,2026/01/07,false,true
臺中市,財團法人台中市私立慈光社會福利慈善事業基金會附設慈光社區心理諮商所,https://www.tkcy.org.tw/,04-2215-3505,臺中市東區東英五街88號2樓,https://www.google.com.tw/maps/place/臺中市東區東英五街88號2樓,無,6,6,6,0,18,2026/01/07,true,true
臺中市,拾月拾日心理治療所,https://1010psy.com.tw,0919591010 或 LINEID:@1010psy,臺中市北區中清路一段603號,https://www.google.com.tw/maps/place/臺中市北區中清路一段603號,行政費200元,12,12,12,0,36,2026/01/07,true,true
臺中市,拾月拾日豐原心理治療所,https://1010psy.com.tw,0919591010 或 LINEID:@1010psy,臺中市豐原區葫蘆墩三街199號,https://www.google.com.tw/maps/place/臺中市豐原區葫蘆墩三街199號,行政費200元,12,12,12,0,36,2026/01/07,true,true
臺中市,一心心理諮商所,https://www.onecc.com.tw/,04-2207-5313,臺中市北區華中街25號,https://www.google.com.tw/maps/place/臺中市北區華中街25號,無,10,10,10,0,30,2026/01/07,true,true
臺中市,德仁診所,,04-2265-2718,臺中市南區南平路314號,https://www.google.com.tw/maps/place/臺中市南區南平路314號,掛號費200元,0,1,1,0,2,2026/01/07,false,true
臺中市,晨心身心診所,https://www.mainpi.com/query?i=2522,04-22780799 或加入LINEID: @536gbokk,臺中市太平區中興路158號1樓,https://www.google.com.tw/maps/place/臺中市太平區中興路158號1樓,掛號費200元,12,12,12,0,36,2026/01/07,false,true
臺中市,臺中榮民總醫院,https://www.vghtc.gov.tw/,04-2359-2525 #3402,臺中市西屯區臺灣大道四段1650號,https://www.google.com.tw/maps/place/臺中市西屯區臺灣大道四段1650號,第一次門診需由醫師評估，收取掛號費570元，後續不需自付費用,5,5,5,0,15,2026/01/07,true,true
臺中市,日音心理治療所,https://wordothing.com,0906-693905,臺中市西區福人街96號,https://www.google.com.tw/maps/place/臺中市西區福人街96號,行政費500元,6,6,6,0,18,2026/01/07,false,true
臺中市,中國醫藥大學附設醫院精神醫學部,https://www.cmuh.cmu.edu.tw/Home/CmuhIndex,04-22052121#11853、11854,臺中市北區育德路2號,https://www.google.com.tw/maps/place/臺中市北區育德路2號,掛號費150元,12,12,12,0,36,2026/01/09,true,true
臺中市,心喜心理治療所,https://www.xinxi2024.com/,04-22734567 或加入LINEID: ＠450hnjfs,臺中市太平區市民大道一段251號,https://www.google.com.tw/maps/place/臺中市太平區市民大道一段251號,無，僅21:00後另收夜間行政費200元,10,10,10,0,30,2026/01/07,true,true
臺中市,堅美身心診所,rbmclinic.com.tw,0960-782238、04-2463-4615,臺中市西屯區安和路182-5號1、2樓,https://www.google.com.tw/maps/place/臺中市西屯區安和路182-5號1、2樓,掛號場地費與行政費350元,8,11,12,0,31,2026/01/10,false,true
臺中市,自在心理治療所,https://freeandeasypsy.com,LINEID:@freeandeasy,臺中市沙鹿區北勢東路748號1樓,https://www.google.com.tw/maps/place/臺中市沙鹿區北勢東路748號1樓,無,1,1,0,0,2,2026/01/07,true,true
臺中市,玩心聊療心理諮商所,https://play330533.com/,0972330533 或加入LINEID:play330533,臺中市西屯區臺灣大道四段936號3樓之6,https://www.google.com.tw/maps/place/臺中市西屯區臺灣大道四段936號3樓之6,無,2,2,2,0,6,2026/01/07,false,true
臺中市,佳樂身心診所,https://cheer-clinic.com/,04-2421-1693,臺中市北屯區四平路369號,https://www.google.com.tw/maps/place/臺中市北屯區四平路369號,掛號費200元,12,12,12,0,36,2026/01/07,false,true
臺中市,哲石情感心理諮商所,https://www.phistonemind.com/,04-22333385 或加入LINE ID: Phistonemind,臺中市北屯區太原路三段150巷8弄15號,https://www.google.com.tw/maps/place/臺中市北屯區太原路三段150巷8弄15號,無,15,20,15,0,50,2026/01/09,true,true
臺中市,日希心理成長中心心理治療所,https://www.zc-mind.com,04-22334789 或加入LINEID:@797kxxjz,臺中市北屯區天津路四段294號,https://www.google.com.tw/maps/place/臺中市北屯區天津路四段294號,無,5,7,7,0,19,2026/01/09,true,true
臺中市,好晴天身心診所,https://sogoodday.com.tw/,04-25339907 或加入LINEID:@sogoodday,臺中市潭子區中山路二段374號,https://www.google.com.tw/maps/place/臺中市潭子區中山路二段374號,掛號費400元（原掛號費700元，配合政府青壯方案抵免）,15,15,15,0,45,2026/01/08,false,true
臺中市,中科好晴天身心診所,https://sogoodday.com.tw/,04-25602337 或加入LINEID:@sogoodday2,臺中市大雅區中清路四段15號2、3樓,https://www.google.com.tw/maps/place/臺中市大雅區中清路四段15號2、3樓,掛號費400元（原掛號費700元，配合政府青壯方案抵免）,15,15,15,0,45,2026/01/08,false,true
臺中市,文心好晴天身心診所,https://sogoodday.com.tw/,04-24735925 或加入LINEID:@sogoodday3,臺中市南屯區文心南路30號2、3、4樓,https://www.google.com.tw/maps/place/臺中市南屯區文心南路30號2、3、4樓,掛號費400元（原掛號費700元，配合政府青壯方案抵免）,15,15,15,0,45,2026/01/08,false,true
臺中市,禾悅身心醫學診所,https://drhopsyclinic.com/,04-2406-1020,臺中市大里區新興路101號1樓,https://www.google.com.tw/maps/place/臺中市大里區新興路101號1樓,行政掛號費200元,12,12,12,12,48,2026/01/11,false,true
臺中市,時光身心診所,https://www.facebook.com/timeclinic288/?locale=zh_TW,04-2560-1413,臺中市大雅區雅環路一段288號1樓,https://www.google.com.tw/maps/place/臺中市大雅區雅環路一段288號1樓,掛號費200元,12,12,12,0,36,2026/01/07,false,true
臺中市,清海醫院,https://chinghaih.org/,04-2572-1694 #132,臺中市石岡區石岡街下坑巷41-2號,https://www.google.com.tw/maps/place/臺中市石岡區石岡街下坑巷41-2號,初診掛號費150元，複診掛號費100元,3,3,3,0,9,2026/01/07,false,true
臺中市,與橋心理諮商所,https://synergy0960.com/,0960-908585,臺中市大里區益民路一段78巷40號,https://www.google.com.tw/maps/place/臺中市大里區益民路一段78巷40號,無,15,20,20,0,55,2026/01/07,true,true
臺中市,陽晴心理諮商所,https://heartwarming101.com/,0972-125990、04-2473-3990,臺中市南屯區永春東路283號1、2樓,https://www.google.com.tw/maps/place/臺中市南屯區永春東路283號1、2樓,無,20,20,20,0,60,2026/01/08,true,true
臺中市,訴說心理諮商所,https://sulisten.com/,0903-777432,臺中市西區精誠路241號,https://www.google.com.tw/maps/place/臺中市西區精誠路241號,行政費用700元,20,20,0,0,40,2026/01/08,true,true
臺中市,安得心理諮商所,https://andunderpsy.com/,0918-859057或LINE:@924tfcek,臺中市烏日區民族街16號,https://www.google.com.tw/maps/place/臺中市烏日區民族街16號,行政費400元（諮商時間50分鐘）,9,9,9,0,27,2026/01/08,false,true
臺中市,哲石中科心理諮商所,https://www.phistonemind.com/,04-2233-3385,臺中市西屯區國安一路231巷15之1號,https://www.google.com.tw/maps/place/臺中市西屯區國安一路231巷15之1號,無,15,20,20,0,55,2026/01/09,false,true
臺中市,擺渡拾光心理諮商所,https://transitionalboat.com/,04-2251-9008,臺中市南屯區河南路四段426號,https://www.google.com.tw/maps/place/臺中市南屯區河南路四段426號,無,10,11,7,0,28,2026/01/10,true,true
臺中市,心球說心理治療所,https://psyst-planetspeak.com/,0966-818962,臺中市北屯區太原路三段1198號2樓,https://www.google.com.tw/maps/place/臺中市北屯區太原路三段1198號2樓,無,8,10,12,0,30,2026/01/08,true,true
臺中市,拾月拾日審計心理治療所,https://1010psy.com.tw/,0919-591010 或 LINEID:@1010psy,臺中市西區昇平街35號2樓,https://www.google.com.tw/maps/place/臺中市西區昇平街35號2樓,行政費200元,12,12,12,0,36,2026/01/07,true,true
臺中市,北屯好晴天身心診所,https://sogoodday.com.tw/,04-2233-0057,臺中市北屯區北屯路178之1號1-4樓,https://www.google.com.tw/maps/place/臺中市北屯區北屯路178之1號1-4樓,掛號費400元（原掛號費700元，配合政府青壯方案抵免）,15,15,15,0,45,2026/01/08,false,true
臺中市,敦愛身心診所,https://www.dunloveclinic.com,04-2292-9885,臺中市北屯區敦化路一段561號,https://www.google.com.tw/maps/place/臺中市北屯區敦化路一段561號,掛號費200元,10,10,10,0,30,2026/01/07,false,true
臺中市,衛生福利部臺中醫院,https://www.taic.mohw.gov.tw/?aid=51&pid=157,04-2229-4411 #6210,臺中市西區三民路一段199號,https://www.google.com.tw/maps/place/臺中市西區三民路一段199號,無,0,10,10,0,20,2026/01/08,false,true
臺中市,好時光心理治療所,https://gtpsy.com/,0910957527 或加入LINEID: @xfb1049s,臺中市大里區國光路二段337號,https://www.google.com.tw/maps/place/臺中市大里區國光路二段337號,掛號費200元,0,0,0,0,0,2026/01/09,false,false
臺中市,清濱醫院,https://www.chibibing.url.tw/,04-2628-3995 #112,臺中市清水區港埠路四段195號,https://www.google.com.tw/maps/place/臺中市清水區港埠路四段195號,無,0,0,0,0,0,2026/01/05,false,false
臺中市,王家駿身心診所,https://www.facebook.com/ccwpc/?locale=zh_TW,04-2436-8086,臺中市北屯區東山路一段332-5號,https://www.google.com.tw/maps/place/臺中市北屯區東山路一段332-5號,無,0,0,0,0,0,2026/01/05,false,false
臺中市,心煦心理治療所,http://theharmonymind.com/,0970-002995,臺中市西屯區福雅路128巷58號,https://www.google.com.tw/maps/place/臺中市西屯區福雅路128巷58號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,葵心理諮商所,https://www.sunflowercc2023.com,0905677538 或加入LINE ID:@sunflowercc,臺中市西屯區臺灣大道四段1230巷20之6號,https://www.google.com.tw/maps/place/臺中市西屯區臺灣大道四段1230巷20之6號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,明德醫院,www.minder.url.tw,04-2657-9595#568，0919817961,臺中市梧棲區仁美街33巷50號,https://www.google.com.tw/maps/place/臺中市梧棲區仁美街33巷50號,掛號費120元,0,0,0,0,0,2026/01/05,false,false
臺中市,心風景心理治療所,https://mindscape-psy.com,04-2452-0809,臺中市西屯區弘孝路207號,https://www.google.com.tw/maps/place/臺中市西屯區弘孝路207號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,桐心理治療所,https://www.tongpsy.com,0953-971130,臺中市南屯區豐富路160巷9號,https://www.google.com.tw/maps/place/臺中市南屯區豐富路160巷9號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,蛹之生成長心理諮商所,https://www.morph.com.tw/,0968-070-620,臺中市南屯區五權西路二段478之1號,https://www.google.com.tw/maps/place/臺中市南屯區五權西路二段478之1號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,耕心心理諮商所,https://www.innerfield.com.tw/,0912622798 或加入LINEID:@156frpfu,臺中市南屯區大墩南路412號,https://www.google.com.tw/maps/place/臺中市南屯區大墩南路412號,行政費400元,0,0,0,0,0,2026/01/05,true,false
臺中市,竹見好轉心理諮商所,https://ugetbetter.com/,04-22788855 或加入LINEID: @getbetter,臺中市太平區成功東路55巷2號,https://www.google.com.tw/maps/place/臺中市太平區成功東路55巷2號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,人文傳習書院心理治療所,https://www.facebook.com/academy.clinic/,04-2375-1966,臺中市西區中美街41巷3號1樓,https://www.google.com.tw/maps/place/臺中市西區中美街41巷3號1樓,無,0,0,0,0,0,2026/01/05,false,false
臺中市,人文傳習書院博雅心理治療所,https://www.facebook.com/academy.clinic/,04-2313-4566,臺中市西區華美西街一段160號1樓,https://www.google.com.tw/maps/place/臺中市西區華美西街一段160號1樓,無,0,0,0,0,0,2026/01/05,false,false
臺中市,蛹之生心理諮商所,https://www.morph.com.tw/,0968-070-620,臺中市南屯區文心路一段46-1號,https://www.google.com.tw/maps/place/臺中市南屯區文心路一段46-1號,無,0,0,0,0,0,2026/01/05,true,false
臺中市,月禾汐語心理諮商所,,,臺中市梧棲區文雅街23號,https://www.google.com.tw/maps/place/臺中市梧棲區文雅街23號,無,0,0,0,0,0,2026/01/06,false,false
臺中市,躺椅上的貓心理諮商所,https://www.catsanalysis.com/,0979-307914,臺中市北屯區崇德七路172號,https://www.google.com.tw/maps/place/臺中市北屯區崇德七路172號,行政費600元,0,0,0,0,0,2026/01/06,false,false
臺中市,向耘心理諮商所,,04-22656939,臺中市南區五權南路535號,https://www.google.com.tw/maps/place/臺中市南區五權南路535號,無,0,0,0,0,0,2026/01/06,false,false
臺中市,果多心理治療所,www.growdual.com,04-2235-6778、0958-135778,臺中市北區太原路二段255號,https://www.google.com.tw/maps/place/臺中市北區太原路二段255號,行政掛號費200元,0,0,0,0,0,2026/01/06,true,false
臺中市,微笑心理治療所,,04-2534-5270,臺中市潭子區興華一路351號,https://www.google.com.tw/maps/place/臺中市潭子區興華一路351號,無,0,0,0,0,0,2026/01/06,false,false
臺中市,荷光育才心理治療所,https://beoneyutsai.mystrikingly.com/,04-2225-8532,臺中市北區育才北路3-1號2樓,https://www.google.com.tw/maps/place/臺中市北區育才北路3-1號2樓,無,0,0,0,0,0,2026/01/06,false,false
臺中市,織心心理治療所,https://knitpsychotherapies.com,04-23937306、0965-321326,臺中市太平區樹孝路39號1-5樓,https://www.google.com.tw/maps/place/臺中市太平區樹孝路39號1-5樓,無,0,0,0,0,0,2026/01/06,false,false
臺中市,心身美診所,https://mindclinictw.wordpress.com,04-23100050,臺中市南屯區大聖街334號,https://www.google.com.tw/maps/place/臺中市南屯區大聖街334號,掛號費200元,0,0,0,0,0,2026/01/06,false,false
臺中市,仁愛醫療財團法人大里仁愛醫院,https://www.jah.org.tw/,04-2481-9900 #11610,臺中市大里區東榮路483號,https://www.google.com.tw/maps/place/臺中市大里區東榮路483號,無,0,0,0,0,0,2026/01/06,false,false
臺中市,臺中市立老人復健綜合醫院（委託財團法人中國醫藥大學興建經營）,https://www.tmgrgh.org.tw/,04-2437-5252,臺中市北屯區太原路三段1141號,https://www.google.com.tw/maps/place/臺中市北屯區太原路三段1141號,掛號費100元，另有部分負擔80元,0,0,0,0,0,2026/01/06,false,false
臺中市,童綜合醫療社團法人童綜合醫院,,04-2662-6161 #56727,臺中市沙鹿區成功西街8號,https://www.google.com.tw/maps/place/臺中市沙鹿區成功西街8號,掛號費390元,0,0,0,0,0,2026/01/06,true,false
臺中市,臺安醫院,http://www.tai-an.com.tw,,臺中市東區進化路203號,https://www.google.com.tw/maps/place/臺中市東區進化路203號,掛號費200元（週一至週五）,0,0,0,0,0,2026/01/06,false,false
